sortie_id,stage,start_s,end_s,mode,relay_id,comm_row_index,status,method,margin_db,worst_distance_m,pessimistic_obstructed,witness_s,reason
T001,爬升,360.0,379.8664866129558,直连,,1,PASS,worst_obstruction_endpoint_distance,39.99198992735825,39.59945983886735,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,爬升,379.8664866129558,399.7329732259115,直连,,2,PASS,worst_obstruction_endpoint_distance,32.015636315537805,99.19891967773452,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,爬升,399.7329732259115,419.59945983886723,直连,,3,PASS,worst_obstruction_endpoint_distance,27.92885384004063,158.7983795166017,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,爬升,419.59945983886723,439.465946451823,直连,,4,PASS,worst_obstruction_endpoint_distance,25.160808415575318,218.397839355469,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,439.465946451823,458.4317239116678,直连,,5,PASS,worst_obstruction_endpoint_distance,21.96778359151216,315.4275180539318,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,458.4317239116678,477.39750137151253,直连,,6,PASS,worst_obstruction_endpoint_distance,17.882328503398824,504.86159279270055,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,477.39750137151253,496.3632788313573,直连,,7,PASS,worst_obstruction_endpoint_distance,14.837244701752255,716.8470844118597,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,496.3632788313573,515.329056291202,直连,,8,PASS,worst_obstruction_endpoint_distance,12.51851331122657,936.1880488467178,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,515.329056291202,534.2948337510468,直连,,9,PASS,worst_obstruction_endpoint_distance,10.666243431867713,1158.7148868457655,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,534.2948337510468,553.2606112108916,直连,,10,PASS,worst_obstruction_endpoint_distance,9.130019333983796,1382.890494946619,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,553.2606112108916,572.2263886707364,直连,,11,PASS,worst_obstruction_endpoint_distance,7.81991678755827,1608.0254534211506,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,572.2263886707364,591.1921661305811,直连,,12,PASS,worst_obstruction_endpoint_distance,6.678894698588763,1833.7664525528055,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,591.1921661305811,610.1579435904259,直连,,13,PASS,worst_obstruction_endpoint_distance,5.6687922911599316,2059.914258406628,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,610.1579435904259,629.1237210502707,直连,,14,PASS,worst_obstruction_endpoint_distance,4.7629278771622126,2286.3481596831593,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,629.1237210502707,648.0894985101154,直连,,15,PASS,worst_obstruction_endpoint_distance,3.9419571187510485,2512.9908213933977,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,648.0894985101154,667.0552759699601,直连,,16,PASS,worst_obstruction_endpoint_distance,3.191428258256792,2739.790436392799,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,667.0552759699601,686.021053429805,直连,,17,PASS,worst_obstruction_endpoint_distance,2.500270302895842,2966.711008526461,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,686.021053429805,704.9868308896497,直连,,18,PASS,worst_obstruction_endpoint_distance,1.8598200342751454,3193.726755171166,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,下降,704.9868308896497,715.2463987607434,直连,,19,PASS,worst_obstruction_endpoint_distance,1.8598200342751454,3193.726755171166,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,下降,715.2463987607434,725.5059666318372,直连,,20,PASS,worst_obstruction_endpoint_distance,1.8643124438889203,3192.075361970319,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,投送,725.5059666318372,744.5968757227463,直连,,21,PASS,exact_point,1.8682481629573715,3190.6293079047914,,,独立计算 DEM 遮挡、自由空间损耗与双向预算
T001,投送,744.5968757227463,763.6877848136553,直连,,22,PASS,exact_point,1.8682481629573715,3190.6293079047914,,,独立计算 DEM 遮挡、自由空间损耗与双向预算
T001,投送,763.6877848136553,782.7786939045644,直连,,23,PASS,exact_point,1.8682481629573715,3190.6293079047914,,,独立计算 DEM 遮挡、自由空间损耗与双向预算
T001,投送,782.7786939045644,801.8696029954735,直连,,24,PASS,exact_point,1.8682481629573715,3190.6293079047914,,,独立计算 DEM 遮挡、自由空间损耗与双向预算
T001,投送,801.8696029954735,820.9605120863827,直连,,25,PASS,exact_point,1.8682481629573715,3190.6293079047914,,,独立计算 DEM 遮挡、自由空间损耗与双向预算
T001,投送,820.9605120863827,840.0514211772917,直连,,26,PASS,exact_point,1.8682481629573715,3190.6293079047914,,,独立计算 DEM 遮挡、自由空间损耗与双向预算
T001,投送,840.0514211772917,859.1423302682008,直连,,27,PASS,exact_point,1.8682481629573715,3190.6293079047914,,,独立计算 DEM 遮挡、自由空间损耗与双向预算
T001,投送,859.1423302682008,878.2332393591099,直连,,28,PASS,exact_point,1.8682481629573715,3190.6293079047914,,,独立计算 DEM 遮挡、自由空间损耗与双向预算
