box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S006-MED-01,T001,S006,1,905.5059666318372,3600.0,3600.0,24.0,2694.494033368163,0.0
S006-WAT-01,T001,S006,2,935.5059666318372,3600.0,3600.0,12.0,2664.494033368163,0.0
S002-WAT-02,T002,S002,1,1307.3160093195029,,3600.0,12.0,,0.0
S002-WAT-03,T002,S002,2,1343.3160093195029,,3600.0,12.0,,0.0
S002-WAT-04,T002,S002,3,1379.3160093195029,,3600.0,12.0,,0.0
S002-FOD-01,T002,S002,4,1415.3160093195029,,7200.0,10.0,,0.0
S002-FOD-02,T002,S002,5,1451.3160093195029,,7200.0,10.0,,0.0
S002-HYG-01,T002,S002,6,1487.3160093195029,,10800.0,8.0,,0.0
S009-MED-01,T003,S009,1,1030.8111236973878,10800.0,10800.0,16.0,9769.188876302613,0.0
S009-WAT-01,T003,S009,2,1060.8111236973878,10800.0,10800.0,8.0,9739.188876302613,0.0
S009-FOD-01,T003,S009,3,1090.8111236973878,,14400.0,6.0,,0.0
S002-MED-01,T004,S002,1,1253.8087621071425,3600.0,3600.0,24.0,2346.1912378928573,0.0
S002-WAT-01,T004,S002,2,1283.8087621071425,3600.0,3600.0,12.0,2316.1912378928573,0.0
S006-HYG-01,T005,S006,1,875.5059666318372,,10800.0,8.0,,0.0
S001-WAT-05,T006,S001,1,848.5739059654827,,3600.0,12.0,,0.0
S012-WAT-01,T007,S012,1,1309.6874437970382,3600.0,3600.0,12.0,2290.312556202962,0.0
S012-MED-01,T007,S012,2,1345.6874437970382,3600.0,7200.0,22.0,2254.312556202962,0.0
S012-FOD-01,T007,S012,3,1381.6874437970382,,7200.0,10.0,,0.0
S001-WAT-08,T007,S001,4,2098.983250442765,,3600.0,12.0,,0.0
S001-FOD-02,T008,S001,1,828.6740942548081,,7200.0,10.0,,0.0
S001-HYG-02,T008,S001,2,858.6740942548081,,10800.0,8.0,,0.0
S001-FOD-03,T009,S001,1,1978.674094254808,,7200.0,10.0,,0.0
S001-HYG-01,T009,S001,2,2008.674094254808,,10800.0,8.0,,0.0
S001-MED-01,T010,S001,1,2162.5739059654825,3600.0,3600.0,24.0,1437.4260940345175,0.0
S001-MED-02,T010,S001,2,2192.5739059654825,3600.0,3600.0,24.0,1407.4260940345175,0.0
S001-WAT-01,T010,S001,3,2222.5739059654825,3600.0,3600.0,12.0,1377.4260940345175,0.0
S006-WAT-03,T011,S006,1,2249.505966631837,,3600.0,12.0,,0.0
S014-FOD-01,T011,S014,2,3345.457984271706,,7200.0,10.0,,0.0
S014-WAT-01,T012,S014,1,3326.758933892751,3600.0,3600.0,12.0,273.241066107249,0.0
S014-MED-01,T012,S014,2,3356.758933892751,3600.0,7200.0,22.0,243.24106610724903,0.0
S013-MED-01,T013,S013,1,3198.7684734797767,3600.0,3600.0,24.0,401.23152652022327,0.0
S013-WAT-01,T013,S013,2,3228.7684734797767,3600.0,3600.0,12.0,371.23152652022327,0.0
S013-FOD-01,T013,S013,3,3258.7684734797767,,7200.0,10.0,,0.0
S007-HYG-01,T014,S007,1,3514.7477239181235,,10800.0,8.0,,0.0
S003-WAT-02,T014,S003,2,3974.01657455691,,7200.0,10.0,,0.0
S003-WAT-03,T014,S003,3,4010.01657455691,,7200.0,10.0,,0.0
S003-WAT-04,T014,S003,4,4046.01657455691,,7200.0,10.0,,0.0
S003-FOD-01,T014,S003,5,4082.01657455691,,10800.0,8.0,,0.0
S003-FOD-02,T014,S003,6,4118.01657455691,,10800.0,8.0,,0.0
S003-HYG-01,T014,S003,7,4154.01657455691,,14400.0,6.0,,0.0
S010-MED-01,T015,S010,1,3326.2251178899332,3600.0,3600.0,24.0,273.77488211006676,0.0
S010-WAT-01,T015,S010,2,3356.2251178899332,3600.0,3600.0,12.0,243.77488211006676,0.0
S010-FOD-01,T015,S010,3,3386.2251178899332,,7200.0,10.0,,0.0
S007-MED-01,T016,S007,1,3465.357661336863,3600.0,3600.0,24.0,134.6423386631368,0.0
S007-WAT-01,T016,S007,2,3495.357661336863,3600.0,3600.0,12.0,104.6423386631368,0.0
