货箱编号,架次编号,服务区编号,交付完成时刻（s）
S001-FOD-01,T020,S001,4714.674094254808
S001-FOD-02,T008,S001,828.6740942548081
S001-FOD-03,T009,S001,1978.674094254808
S001-HYG-01,T009,S001,2008.674094254808
S001-HYG-02,T008,S001,858.6740942548081
S001-MED-01,T010,S001,2162.5739059654825
S001-MED-02,T010,S001,2192.5739059654825
S001-WAT-01,T010,S001,2222.5739059654825
S001-WAT-02,T019,S001,4534.674094254808
S001-WAT-03,T019,S001,4564.674094254808
S001-WAT-04,T020,S001,4684.674094254808
S001-WAT-05,T006,S001,848.5739059654827
S001-WAT-06,T025,S001,6085.5739059654825
S001-WAT-07,T021,S001,4912.5739059654825
S001-WAT-08,T007,S001,2098.983250442765
S002-FOD-01,T002,S002,1415.3160093195029
S002-FOD-02,T002,S002,1451.3160093195029
S002-HYG-01,T002,S002,1487.3160093195029
S002-MED-01,T004,S002,1253.8087621071425
S002-WAT-01,T004,S002,1283.8087621071425
S002-WAT-02,T002,S002,1307.3160093195029
S002-WAT-03,T002,S002,1343.3160093195029
S002-WAT-04,T002,S002,1379.3160093195029
S003-FOD-01,T014,S003,4082.01657455691
S003-FOD-02,T014,S003,4118.01657455691
S003-HYG-01,T014,S003,4154.01657455691
S003-MED-01,T017,S003,3944.300344422223
S003-WAT-01,T017,S003,3974.300344422223
S003-WAT-02,T014,S003,3974.01657455691
S003-WAT-03,T014,S003,4010.01657455691
S003-WAT-04,T014,S003,4046.01657455691
S004-FOD-01,T024,S004,6747.500533296583
S004-HYG-01,T024,S004,6783.500533296583
S004-MED-01,T024,S004,6603.500533296583
S004-WAT-01,T024,S004,6639.500533296583
S004-WAT-02,T024,S004,6675.500533296583
S004-WAT-03,T024,S004,6711.500533296583
S005-FOD-01,T026,S005,6629.232579097678
S005-HYG-01,T026,S005,6665.232579097678
S005-MED-01,T026,S005,6485.232579097678
S005-WAT-01,T026,S005,6521.232579097678
S005-WAT-02,T026,S005,6557.232579097678
S005-WAT-03,T026,S005,6593.232579097678
S006-FOD-01,T023,S006,6068.5059666318375
S006-HYG-01,T005,S006,875.5059666318372
S006-MED-01,T001,S006,905.5059666318372
S006-WAT-01,T001,S006,935.5059666318372
S006-WAT-02,T023,S006,6038.5059666318375
S006-WAT-03,T011,S006,2249.505966631837
S007-FOD-01,T018,S007,4106.7477239181235
S007-HYG-01,T014,S007,3514.7477239181235
S007-MED-01,T016,S007,3465.357661336863
S007-WAT-01,T016,S007,3495.357661336863
S007-WAT-02,T018,S007,4070.7477239181235
S008-FOD-01,T027,S008,6628.147820250426
S008-HYG-01,T028,S008,6598.147820250426
S008-MED-01,T027,S008,6568.147820250426
S008-WAT-01,T027,S008,6598.147820250426
S008-WAT-02,T028,S008,6568.147820250426
S009-FOD-01,T003,S009,1090.8111236973878
S009-MED-01,T003,S009,1030.8111236973878
S009-WAT-01,T003,S009,1060.8111236973878
S010-FOD-01,T015,S010,3386.2251178899332
S010-MED-01,T015,S010,3326.2251178899332
S010-WAT-01,T015,S010,3356.2251178899332
S011-FOD-01,T022,S011,4975.200126168505
S011-MED-01,T029,S011,6409.200126168505
S011-WAT-01,T022,S011,4945.200126168505
S012-FOD-01,T007,S012,1381.6874437970382
S012-MED-01,T007,S012,1345.6874437970382
S012-WAT-01,T007,S012,1309.6874437970382
S013-FOD-01,T013,S013,3258.7684734797767
S013-MED-01,T013,S013,3198.7684734797767
S013-WAT-01,T013,S013,3228.7684734797767
S014-FOD-01,T011,S014,3345.457984271706
S014-MED-01,T012,S014,3356.758933892751
S014-WAT-01,T012,S014,3326.758933892751
S015-FOD-01,T018,S015,4618.684917941568
S015-MED-01,T018,S015,4546.684917941568
S015-WAT-01,T018,S015,4582.684917941568
