运输架次编号,通信阶段,开始时刻（s）,结束时刻（s）,保障方式,中继架次编号
T001,爬升,360.0,379.8664866129558,直连,
T001,爬升,379.8664866129558,399.7329732259115,直连,
T001,爬升,399.7329732259115,419.59945983886723,直连,
T001,爬升,419.59945983886723,439.465946451823,直连,
T001,巡航,439.465946451823,458.4317239116678,直连,
T001,巡航,458.4317239116678,477.39750137151253,直连,
T001,巡航,477.39750137151253,496.3632788313573,直连,
T001,巡航,496.3632788313573,515.329056291202,直连,
T001,巡航,515.329056291202,534.2948337510468,直连,
T001,巡航,534.2948337510468,553.2606112108916,直连,
T001,巡航,553.2606112108916,572.2263886707364,直连,
T001,巡航,572.2263886707364,591.1921661305811,直连,
T001,巡航,591.1921661305811,610.1579435904259,直连,
T001,巡航,610.1579435904259,629.1237210502707,直连,
T001,巡航,629.1237210502707,648.0894985101154,直连,
T001,巡航,648.0894985101154,667.0552759699601,直连,
T001,巡航,667.0552759699601,686.021053429805,直连,
T001,巡航,686.021053429805,704.9868308896497,直连,
T001,下降,704.9868308896497,715.2463987607434,直连,
T001,下降,715.2463987607434,725.5059666318372,直连,
T001,投送,725.5059666318372,744.5968757227463,直连,
T001,投送,744.5968757227463,763.6877848136553,直连,
T001,投送,763.6877848136553,782.7786939045644,直连,
T001,投送,782.7786939045644,801.8696029954735,直连,
T001,投送,801.8696029954735,820.9605120863827,直连,
T001,投送,820.9605120863827,840.0514211772917,直连,
T001,投送,840.0514211772917,859.1423302682008,直连,
T001,投送,859.1423302682008,878.2332393591099,直连,
T001,投送,878.2332393591099,897.324148450019,直连,
T001,投送,897.324148450019,916.415057540928,直连,
T001,投送,916.415057540928,935.5059666318372,直连,
T001,爬升,935.5059666318372,952.6052464169934,直连,
T001,巡航,952.6052464169934,971.5710238768381,直连,
T001,巡航,971.5710238768381,990.536801336683,直连,
T001,巡航,990.536801336683,1009.5025787965277,直连,
T001,巡航,1009.5025787965277,1028.4683562563725,直连,
T001,巡航,1028.4683562563725,1047.4341337162173,直连,
T001,巡航,1047.4341337162173,1066.399911176062,直连,
T001,巡航,1066.399911176062,1085.3656886359067,直连,
T001,巡航,1085.3656886359067,1104.3314660957515,直连,
T001,巡航,1104.3314660957515,1123.2972435555962,直连,
T001,巡航,1123.2972435555962,1142.263021015441,直连,
T001,巡航,1142.263021015441,1161.2287984752859,直连,
T001,巡航,1161.2287984752859,1180.1945759351306,直连,
T001,巡航,1180.1945759351306,1199.1603533949753,直连,
T001,巡航,1199.1603533949753,1218.12613085482,直连,
T001,下降,1218.12613085482,1237.1979580032576,直连,
T001,下降,1237.1979580032576,1256.269785151695,直连,
T001,下降,1256.269785151695,1275.3416123001327,直连,
T001,下降,1275.3416123001327,1294.4134394485702,直连,
T001,下降,1294.4134394485702,1313.4852665970077,直连,
T002,爬升,479.9999999999999,498.125425415039,直连,
T002,爬升,498.125425415039,516.2508508300781,直连,
T002,爬升,516.2508508300781,534.3762762451172,直连,
T002,爬升,534.3762762451172,552.5017016601563,直连,
T002,巡航,552.5017016601563,572.2651888835223,直连,
