sortie_id,stage,start_s,end_s,mode,relay_id,comm_row_index,status,method,margin_db,worst_distance_m,pessimistic_obstructed,witness_s,reason
T001,爬升,389.99999999999994,406.1507344563802,直连,,1,PASS,worst_obstruction_endpoint_distance,42.86345708049136,28.452203369140733,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,爬升,406.1507344563802,422.30146891276036,直连,,2,PASS,worst_obstruction_endpoint_distance,34.226750640926454,76.9044067382813,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,爬升,422.30146891276036,438.4522033691406,直连,,3,PASS,worst_obstruction_endpoint_distance,29.982830377148545,125.356610107422,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,438.4522033691406,458.0290540270924,直连,,4,PASS,worst_obstruction_endpoint_distance,23.439145992925262,266.2756531493173,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,458.0290540270924,477.60590468504415,直连,,5,PASS,worst_obstruction_endpoint_distance,18.208050378198536,486.2798111658891,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,477.60590468504415,497.18275534299596,直连,,6,PASS,worst_obstruction_endpoint_distance,14.849596880380076,715.82838275658,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,497.18275534299596,516.7596060009478,直连,,7,PASS,worst_obstruction_endpoint_distance,12.409485773578538,948.0133859272303,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,516.7596060009478,536.3364566588996,直连,,8,PASS,worst_obstruction_endpoint_distance,10.498709008550065,1181.281242448014,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,536.3364566588996,555.9133073168514,直连,,9,PASS,worst_obstruction_endpoint_distance,8.930053702377293,1415.0965532947675,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,555.9133073168514,575.4901579748032,直连,,10,PASS,worst_obstruction_endpoint_distance,7.600169114693159,1649.2264926496591,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,575.4901579748032,595.067008632755,直连,,11,PASS,worst_obstruction_endpoint_distance,6.446214866248994,1883.5537370869965,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
T001,巡航,595.067008632755,614.6438592907068,直连,,12,PASS,worst_obstruction_endpoint_distance,5.427203554487448,2118.012800824474,True,,端点最大距离且全时段按遮挡计损仍满足双向预算
