batch_id,type_id,uav_id,battery_id,visit_order,box_ids,start_s,launch_s,return_s,charge_start_s,charge_end_s,charge_s,mass_kg,volume_m3,energy_kwh,return_soc
T001,B,U05,B-B01,S002,S002-MED-01;S002-WAT-01,0.0,360.0,1756.693933922209,1756.693933922209,3477.5022779255505,1720.8083440033415,17.0,0.039,2.432634640007711,0.39184133999807225
T002,A,U01,A-B01,S011,S011-MED-01;S011-WAT-01,0.0,360.0,1222.0269190036777,1222.0269190036777,2054.834608045965,832.8076890422875,17.0,0.039,1.1520266159156107,0.7439940853520866
T003,A,U02,A-B02,S006,S006-MED-01;S006-WAT-01,0.0,360.0,1313.4852665970077,1313.4852665970077,2192.3868913392653,878.9016247422575,17.0,0.039,1.311582547184737,0.708537211736725
T004,B,U06,B-B02,S012,S012-WAT-01;S012-MED-01,0.0,360.0,1862.7345559697276,1862.7345559697276,3599.3998749142474,1736.66531894452,17.0,0.039,2.4692276591027387,0.38269308522431533
T005,A,U03,A-B03,S011,S011-FOD-01,1.0,331.0,1163.0269190036777,1163.0269190036777,1981.2253063517855,818.1983873481079,8.0,0.028,1.101455956204989,0.7552320097322247
T006,A,U04,A-B04,S009,S009-MED-01;S009-WAT-01,2.0,362.0,1690.6138747138468,1690.6138747138468,2842.00758340019,1151.3937086863434,17.0,0.039,2.2548243762219577,0.49892791639512046
T007,C,U07,C-B01,S001,S001-WAT-02;S001-WAT-03;S001-WAT-04;S001-WAT-05;S001-WAT-06;S001-FOD-01,485.0,965.0,1979.1703918787568,1979.1703918787568,3623.860428078608,1644.6900361998512,78.0,0.163,2.99577859519945,0.6255276756000687
T008,C,U08,C-B02,S001,S001-WAT-07;S001-WAT-08;S001-FOD-02;S001-FOD-03;S001-HYG-01;S001-HYG-02,532.0,1012.0,2026.1703918787568,2026.1703918787568,3510.86700068177,1484.696608803013,56.0,0.18,2.405033632503433,0.6993707959370709
T009,B,U05,B-B03,S001,S001-MED-01;S001-MED-02;S001-WAT-01,1757.0,2147.0,2966.1015218429493,2966.1015218429493,4098.161349474907,1132.0598276319574,20.0,0.051000000000000004,1.0739842176122094,0.7315039455969476
T010,A,U03,A-B05,S014,S014-FOD-01,1976.0,2306.0,3906.4045344521683,3906.4045344521683,5038.659145176483,1132.2546107243152,8.0,0.028,2.188573652507245,0.5136502994428345
T011,C,U07,C-B03,S014,S014-WAT-01;S014-MED-01,1980.0,2340.0,3949.2846571841305,3949.2846571841305,5769.644702372727,1820.360045188596,17.0,0.039,3.644406320696355,0.5444492099129556
T012,A,U01,A-B06,S013,S013-MED-01;S013-WAT-01,1995.0,2355.0,3607.1111816649363,3607.1111816649363,4672.740344829662,1065.6291631647257,17.0,0.039,1.9579471032625122,0.5649006437194417
T013,C,U08,C-B04,S010,S010-MED-01;S010-WAT-01,2030.0,2390.0,3632.7057476613772,3632.7057476613772,5319.103564368674,1686.3978167072964,17.0,0.039,3.1497765539961717,0.6062779307504785
T014,A,U02,A-B03,S003,S003-MED-01;S003-WAT-01,2455.0,2815.0,4717.65402217778,4717.65402217778,6079.13203546618,1361.4780132884005,17.0,0.039,2.98203927676754,0.33732460516276896
T015,B,U06,B-B04,S007,S007-MED-01;S007-WAT-01,2534.0,2894.0,4110.284389486636,4110.284389486636,5470.272823181211,1359.9884336945745,17.0,0.039,1.599973308525941,0.6000066728685147
T016,C,U08,C-B02,S006,S006-WAT-02;S006-WAT-03;S006-FOD-01;S006-HYG-01,3633.0,4053.0,5062.559525940367,5062.559525940367,6526.350763118333,1463.7912371779657,42.0,0.117,2.327844568041719,0.7090194289947851
T017,A,U04,A-B01,S015,S015-MED-01;S015-WAT-01,3906.0,4266.0,5874.604336390146,5874.604336390146,7088.752570063987,1214.1482336738407,17.0,0.039,2.472051578101756,0.4506552048662765
T018,C,U07,C-B01,S007,S007-WAT-02;S007-FOD-01;S007-HYG-01,3952.0,4342.0,5727.575447836247,5727.575447836247,7414.356671642208,1686.7812238059612,28.0,0.09,3.1511922109758563,0.606100973628018
T019,B,U05,B-B01,S015,S015-FOD-01,4017.0,4347.0,5725.288584020971,5725.288584020971,7222.858802720089,1497.5702186991184,8.0,0.028,1.9174697354595034,0.5206325661351241
T020,C,U08,C-B04,S004,S004-WAT-02;S004-WAT-03;S004-FOD-01;S004-HYG-01,5797.0,6217.0,7966.061066593167,7966.061066593167,10293.9945870281,2327.9335204349327,42.0,0.117,5.518523767759751,0.31018452903003113
T021,C,U07,C-B03,S004,S004-MED-01;S004-WAT-01,5857.0,6217.0,7894.061066593167,7894.061066593167,10085.2555691526,2191.194502559432,17.0,0.039,5.013641240219441,0.37329484497256993
T022,B,U06,B-B02,S008,S008-MED-01;S008-WAT-01;S008-FOD-01,5891.0,6281.0,7852.842307167517,7852.842307167517,9808.782005211535,1955.939698044018,25.0,0.067,2.9752454570246574,0.25618863574383566
T023,B,U05,B-B03,S008,S008-WAT-02;S008-HYG-01,5921.0,6281.0,7822.842307167517,7822.842307167517,9687.01181519397,1864.1695080264524,20.0,0.062,2.7634680954456594,0.30913297613858515
T024,C,U07,C-B02,S005,S005-MED-01;S005-WAT-01;S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01,7895.0,8375.0,9772.195158195356,9772.195158195356,11749.046348518808,1976.8511903234523,59.0,0.156,4.222219779655824,0.47222252754302196
T025,B,U05,B-B04,S010,S010-FOD-01,8194.0,8524.0,9629.376902446533,9629.376902446533,10952.808902003979,1323.431999557446,8.0,0.028,1.515612306671029,0.6210969233322428
T026,B,U06,B-B01,S013,S013-FOD-01,8218.0,8548.0,9608.470280292886,9608.470280292886,10931.909295323418,1323.4390150305308,8.0,0.028,1.515628496224302,0.6210928759439245
T027,C,U08,C-B03,S002,S002-WAT-02;S002-WAT-03;S002-WAT-04;S002-FOD-01;S002-FOD-02;S002-HYG-01,10087.0,10567.0,12194.812018639006,12194.812018639006,14681.759883193701,2486.9478645546947,64.0,0.17200000000000001,6.105653653740411,0.23679329328244858
T028,B,U06,B-B03,S009,S009-FOD-01,10265.0,10595.0,11703.442247394774,11703.442247394774,13125.169347092788,1421.727099698013,8.0,0.028,1.7424471531492611,0.5643882117126847
T029,C,U07,C-B04,S003,S003-WAT-02;S003-WAT-03;S003-WAT-04;S003-FOD-01;S003-FOD-02;S003-HYG-01,10295.0,10775.0,12731.111144337276,12731.111144337276,15229.960612377443,2498.849468040168,64.0,0.17200000000000001,6.149598035840621,0.23130024551992234
T030,B,U05,B-B02,S012,S012-FOD-01,12531.0,12861.0,14333.734555969728,14333.734555969728,15992.527705237384,1658.7931492676566,8.0,0.028,2.2895226521561307,0.4276193369609673
