box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S001-FOD-01,Q003,S001,6,1212.27019594,,7200,10,,0
S001-FOD-02,Q003,S001,7,1248.27019594,,7200,10,,0
S001-FOD-03,Q002,S001,5,1176.27019594,,7200,10,,0
S001-HYG-01,Q002,S001,6,1212.27019594,,10800,8,,0
S001-HYG-02,Q002,S001,7,1248.27019594,,10800,8,,0
S001-MED-01,Q002,S001,1,1032.27019594,3600,3600,24,2567.72980406,0
S001-MED-02,Q003,S001,1,1032.27019594,3600,3600,24,2567.72980406,0
S001-WAT-01,Q003,S001,2,1068.27019594,3600,3600,12,2531.72980406,0
S001-WAT-02,Q002,S001,2,1068.27019594,,3600,12,,0
S001-WAT-03,Q002,S001,3,1104.27019594,,3600,12,,0
S001-WAT-04,Q003,S001,3,1104.27019594,,3600,12,,0
S001-WAT-05,Q003,S001,4,1140.27019594,,3600,12,,0
S001-WAT-06,Q003,S001,5,1176.27019594,,3600,12,,0
S001-WAT-07,Q002,S001,4,1140.27019594,,3600,12,,0
S001-WAT-08,Q009,S001,1,878.573905965,,3600,12,,0
S002-FOD-01,Q004,S002,3,1220.28696696,,7200,10,,0
S002-FOD-02,Q012,S002,2,1283.80876211,,7200,10,,0
S002-HYG-01,Q018,S002,2,6939.77422115,,10800,8,,0
S002-MED-01,Q004,S002,1,1160.28696696,3600,3600,24,2439.71303304,0
S002-WAT-01,Q004,S002,2,1190.28696696,3600,3600,12,2409.71303304,0
S002-WAT-02,Q001,S002,1,1130.28696696,,3600,12,,0
S002-WAT-03,Q001,S002,2,1160.28696696,,3600,12,,0
S002-WAT-04,Q012,S002,1,1253.80876211,,3600,12,,0
S003-FOD-01,Q007,S003,4,4665.24548999,,10800,8,,0
S003-FOD-02,Q015,S003,3,5007.42138536,,10800,8,,0
S003-HYG-01,Q007,S003,5,4701.24548999,,14400,6,,0
S003-MED-01,Q015,S003,1,4947.42138536,7200,7200,20,2252.57861464,0
S003-WAT-01,Q015,S003,2,4977.42138536,7200,7200,10,2222.57861464,0
S003-WAT-02,Q007,S003,1,4557.24548999,,7200,10,,0
S003-WAT-03,Q007,S003,2,4593.24548999,,7200,10,,0
S003-WAT-04,Q007,S003,3,4629.24548999,,7200,10,,0
S004-FOD-01,Q014,S004,5,7039.34159545,,10800,8,,0
S004-HYG-01,Q014,S004,6,7075.34159545,,14400,6,,0
S004-MED-01,Q014,S004,1,6895.34159545,7200,7200,20,304.658404547,0
S004-WAT-01,Q014,S004,2,6931.34159545,7200,7200,10,268.658404547,0
S004-WAT-02,Q014,S004,3,6967.34159545,,7200,10,,0
S004-WAT-03,Q014,S004,4,7003.34159545,,7200,10,,0
S005-FOD-01,Q017,S005,5,7557.38332481,,14400,6,,0
S005-HYG-01,Q017,S005,6,7593.38332481,,18000,4,,0
S005-MED-01,Q017,S005,1,7413.38332481,10800,10800,16,3386.61667519,0
S005-WAT-01,Q017,S005,2,7449.38332481,10800,10800,8,3350.61667519,0
S005-WAT-02,Q017,S005,3,7485.38332481,,10800,8,,0
S005-WAT-03,Q017,S005,4,7521.38332481,,10800,8,,0
S006-FOD-01,Q005,S006,5,2733.59515485,,7200,10,,0
S006-HYG-01,Q005,S006,6,2769.59515485,,10800,8,,0
S006-MED-01,Q005,S006,1,2589.59515485,3600,3600,24,1010.40484515,0
S006-WAT-01,Q005,S006,2,2625.59515485,3600,3600,12,974.404845151,0
S006-WAT-02,Q005,S006,3,2661.59515485,,3600,12,,0
S006-WAT-03,Q005,S006,4,2697.59515485,,3600,12,,0
S007-FOD-01,Q006,S007,4,2871.9181158,,7200,10,,0
S007-HYG-01,Q006,S007,5,2907.9181158,,10800,8,,0
S007-MED-01,Q006,S007,1,2763.9181158,3600,3600,24,836.081884203,0
S007-WAT-01,Q006,S007,2,2799.9181158,3600,3600,12,800.081884203,0
S007-WAT-02,Q006,S007,3,2835.9181158,,3600,12,,0
S008-FOD-01,Q013,S008,7,5422.13470342,,10800,8,,0
S008-HYG-01,Q013,S008,8,5458.13470342,,14400,6,,0
S008-MED-01,Q013,S008,4,5314.13470342,7200,7200,20,1885.86529658,0
S008-WAT-01,Q013,S008,5,5350.13470342,7200,7200,10,1849.86529658,0
S008-WAT-02,Q013,S008,6,5386.13470342,,7200,10,,0
S009-FOD-01,Q017,S009,8,8156.25190605,,14400,6,,0
S009-MED-01,Q017,S009,7,8120.25190605,10800,10800,16,2679.74809395,0
S009-WAT-01,Q018,S009,1,6568.52819761,10800,10800,8,4231.47180239,0
S010-FOD-01,Q019,S010,2,1104.96636583,,7200,10,,0
S010-MED-01,Q010,S010,3,1520.2550397,3600,3600,24,2079.7449603,0
S010-WAT-01,Q019,S010,1,1074.96636583,3600,3600,12,2525.03363417,0
S011-FOD-01,Q013,S011,3,4591.64795733,,14400,6,,0
S011-MED-01,Q013,S011,1,4519.64795733,10800,10800,16,6280.35204267,0
S011-WAT-01,Q013,S011,2,4555.64795733,10800,10800,8,6244.35204267,0
