batch_id,type_id,uav_id,battery_id,visit_order,box_ids,start_s,launch_s,return_s,charge_start_s,charge_end_s,charge_s,mass_kg,volume_m3,energy_kwh,return_soc
T001,B,U05,B-B01,S012,S012-WAT-01;S012-MED-01;S012-FOD-01,0.0,390.0,1922.7345559697276,1922.7345559697276,3782.107403132064,1859.3728471623365,25.0,0.067,2.7523988780669306,0.31190028048326734
T002,C,U07,C-B01,S002,S002-WAT-02;S002-WAT-03;S002-WAT-04;S002-FOD-01;S002-FOD-02;S002-HYG-01,0.0,480.0,2107.812018639006,2107.812018639006,4594.759883193701,2486.9478645546947,64.0,0.17200000000000001,6.105653653740411,0.23679329328244858
T003,B,U06,B-B02,S009,S009-MED-01;S009-WAT-01;S009-FOD-01,0.0,390.0,1558.4422473947754,1558.4422473947754,3133.4774587246857,1575.0352113299105,25.0,0.067,2.0962351030690245,0.4759412242327439
T004,A,U01,A-B01,S002,S002-MED-01;S002-WAT-01,0.0,360.0,2003.7375242142848,2003.7375242142848,3347.281414297959,1343.5438900836743,17.0,0.039,2.9199596195204114,0.35112008455101973
T005,A,U02,A-B02,S006,S006-WAT-02;S006-FOD-01,0.0,360.0,1313.4852665970077,1313.4852665970077,2205.5263053797403,892.0410387827327,22.0,0.055,1.3570651342479207,0.6984299701671287
T006,C,U08,C-B02,S001,S001-WAT-07;S001-WAT-08;S001-FOD-02;S001-FOD-03;S001-HYG-01;S001-HYG-02,1.0,481.0,1495.1703918787568,1495.1703918787568,2979.86700068177,1484.696608803013,56.0,0.18,2.405033632503433,0.6993707959370709
T007,A,U03,A-B03,S001,S001-WAT-02;S001-FOD-01,1.0,361.0,1251.9011452642987,1251.9011452642987,2122.357797132805,870.4566518685062,22.0,0.055,1.2823499487755985,0.7150333447165337
T008,A,U04,A-B04,S006,S006-MED-01;S006-WAT-01,265.0,625.0,1578.4852665970077,1578.4852665970077,2457.3868913392653,878.9016247422575,17.0,0.039,1.311582547184737,0.708537211736725
T009,A,U03,A-B05,S011,S011-FOD-01,1252.0,1582.0,2414.026919003678,2414.026919003678,3232.2253063517855,818.1983873481079,8.0,0.028,1.101455956204989,0.7552320097322247
T010,A,U02,A-B06,S001,S001-MED-01;S001-MED-02;S001-WAT-01,1314.0,1704.0,2624.901145264299,2624.901145264299,3490.1576738669946,865.2565286026954,20.0,0.051000000000000004,1.2643495220862535,0.7190334395363881
