check_id,status,detail
max_payload:A:S001,PASS,rated_payload
max_payload:A:S002,PASS,rated_payload
max_payload:A:S003,PASS,rated_payload
max_payload:A:S004,PASS,rated_payload
max_payload:A:S005,PASS,rated_payload
max_payload:A:S006,PASS,rated_payload
max_payload:A:S007,PASS,rated_payload
max_payload:A:S008,PASS,rated_payload
max_payload:A:S009,PASS,rated_payload
max_payload:A:S010,PASS,rated_payload
max_payload:A:S011,PASS,rated_payload
max_payload:A:S012,PASS,rated_payload
max_payload:A:S013,PASS,rated_payload
max_payload:A:S014,PASS,rated_payload
max_payload:A:S015,PASS,rated_payload
max_payload:B:S001,PASS,rated_payload
max_payload:B:S002,PASS,rated_payload
max_payload:B:S003,PASS,rated_payload
max_payload:B:S004,PASS,rated_payload
max_payload:B:S005,PASS,rated_payload
max_payload:B:S006,PASS,rated_payload
max_payload:B:S007,PASS,rated_payload
max_payload:B:S008,PASS,energy_limited
max_payload:B:S009,PASS,rated_payload
max_payload:B:S010,PASS,rated_payload
max_payload:B:S011,PASS,rated_payload
max_payload:B:S012,PASS,rated_payload
max_payload:B:S013,PASS,rated_payload
max_payload:B:S014,PASS,rated_payload
max_payload:B:S015,PASS,rated_payload
max_payload:C:S001,PASS,rated_payload
max_payload:C:S002,PASS,energy_limited
max_payload:C:S003,PASS,energy_limited
max_payload:C:S004,PASS,energy_limited
max_payload:C:S005,PASS,rated_payload
max_payload:C:S006,PASS,rated_payload
max_payload:C:S007,PASS,rated_payload
max_payload:C:S008,PASS,energy_limited
max_payload:C:S009,PASS,rated_payload
max_payload:C:S010,PASS,rated_payload
max_payload:C:S011,PASS,rated_payload
max_payload:C:S012,PASS,energy_limited
max_payload:C:S013,PASS,rated_payload
max_payload:C:S014,PASS,rated_payload
max_payload:C:S015,PASS,rated_payload
max_payloads:45_rows,PASS,45
single_box:all_boxes_exactly_once,PASS,"assigned=80, unique=80, expected=80"
single_box:S001:one_zone,PASS,
single_box:S001:mass_volume_energy,PASS,
single_box:S001:replay,PASS,
single_box:S002:one_zone,PASS,
single_box:S002:mass_volume_energy,PASS,
single_box:S002:replay,PASS,
single_box:S003:one_zone,PASS,
single_box:S003:mass_volume_energy,PASS,
single_box:S003:replay,PASS,
single_box:S004:one_zone,PASS,
single_box:S004:mass_volume_energy,PASS,
single_box:S004:replay,PASS,
single_box:S005:one_zone,PASS,
single_box:S005:mass_volume_energy,PASS,
single_box:S005:replay,PASS,
single_box:S006:one_zone,PASS,
single_box:S006:mass_volume_energy,PASS,
single_box:S006:replay,PASS,
single_box:S007:one_zone,PASS,
single_box:S007:mass_volume_energy,PASS,
single_box:S007:replay,PASS,
single_box:S008:one_zone,PASS,
single_box:S008:mass_volume_energy,PASS,
single_box:S008:replay,PASS,
single_box:S009:one_zone,PASS,
single_box:S009:mass_volume_energy,PASS,
single_box:S009:replay,PASS,
single_box:S010:one_zone,PASS,
single_box:S010:mass_volume_energy,PASS,
single_box:S010:replay,PASS,
single_box:S011:one_zone,PASS,
single_box:S011:mass_volume_energy,PASS,
single_box:S011:replay,PASS,
single_box:S012:one_zone,PASS,
single_box:S012:mass_volume_energy,PASS,
single_box:S012:replay,PASS,
single_box:S013:one_zone,PASS,
single_box:S013:mass_volume_energy,PASS,
single_box:S013:replay,PASS,
single_box:S014:one_zone,PASS,
single_box:S014:mass_volume_energy,PASS,
single_box:S014:replay,PASS,
single_box:S015:one_zone,PASS,
single_box:S015:mass_volume_energy,PASS,
single_box:S015:replay,PASS,
single_box:S016:one_zone,PASS,
single_box:S016:mass_volume_energy,PASS,
single_box:S016:replay,PASS,
single_box:S017:one_zone,PASS,
single_box:S017:mass_volume_energy,PASS,
single_box:S017:replay,PASS,
single_box:S018:one_zone,PASS,
single_box:S018:mass_volume_energy,PASS,
single_box:S018:replay,PASS,
single_box:S019:one_zone,PASS,
single_box:S019:mass_volume_energy,PASS,
single_box:S019:replay,PASS,
single_box:S020:one_zone,PASS,
single_box:S020:mass_volume_energy,PASS,
single_box:S020:replay,PASS,
single_box:S021:one_zone,PASS,
single_box:S021:mass_volume_energy,PASS,
single_box:S021:replay,PASS,
single_box:S022:one_zone,PASS,
single_box:S022:mass_volume_energy,PASS,
single_box:S022:replay,PASS,
single_box:S023:one_zone,PASS,
single_box:S023:mass_volume_energy,PASS,
single_box:S023:replay,PASS,
single_box:S024:one_zone,PASS,
single_box:S024:mass_volume_energy,PASS,
single_box:S024:replay,PASS,
single_box:S025:one_zone,PASS,
single_box:S025:mass_volume_energy,PASS,
single_box:S025:replay,PASS,
single_box:S026:one_zone,PASS,
