batch_id,type_id,uav_id,battery_id,visit_order,box_ids,start_s,launch_s,return_s,charge_start_s,charge_end_s,charge_s,mass_kg,volume_m3,energy_kwh,return_soc
Q001,A,U01,A-B01,S001,S001-MED-01;S001-MED-02;S001-WAT-01,0,390,1310.90114526,1310.90114526,2176.15767387,865.256528603,20,0.051,1.26434952209,0.719033439536
Q002,A,U02,A-B02,S002,S002-MED-01;S002-WAT-01,0,360,2003.73752421,2003.73752421,3347.2814143,1343.54389008,17,0.039,2.91995961952,0.351120084551
Q003,A,U03,A-B03,S006,S006-MED-01;S006-WAT-01,0,360,1313.4852666,1313.4852666,2192.38689134,878.901624742,17,0.039,1.31158254718,0.708537211737
Q004,A,U04,A-B04,S007,S007-MED-01;S007-WAT-01,0,360,1727.43532267,1727.43532267,2777.87520282,1050.43988015,17,0.039,1.90536881589,0.57658470758
Q016,C,U07,C-B01,S001,S001-WAT-02;S001-WAT-07;S001-WAT-08;S001-FOD-01;S001-FOD-02;S001-FOD-03,0,480,1494.17039188,1494.17039188,3035.28067467,1541.11028279,66,0.165,2.61333027491,0.673333715636
Q017,C,U08,C-B02,S001,S001-WAT-03;S001-WAT-04;S001-WAT-05;S001-WAT-06;S001-HYG-01;S001-HYG-02,0,480,1494.17039188,1494.17039188,3049.21806888,1555.047677,68,0.178,2.66479142277,0.666901072153
Q021,B,U05,B-B01,S004,S004-WAT-02;S004-WAT-03,0,360,1921.64801117,1921.64801117,3903.64171277,1981.99370159,28,0.054,3.0353700806,0.24115747985
Q022,B,U06,B-B02,S009>S012,S009-FOD-01;S012-FOD-01,0,360,2106.51400535,2106.51400535,3902.08619427,1795.57218892,16,0.056,2.60516658982,0.348708352545
Q005,A,U01,A-B05,S010,S010-MED-01;S010-WAT-01,1310.90114526,1670.90114526,2965.76054359,2965.76054359,4030.49556966,1064.73502607,17,0.039,1.95485201332,0.565588441484
Q006,A,U03,A-B06,S012,S012-WAT-01;S012-MED-01,1313.4852666,1673.4852666,3422.56809677,3422.56809677,4777.10246948,1354.53437271,17,0.039,2.95800359784,0.342665867148
Q018,C,U07,C-B03,S002,S002-WAT-02;S002-WAT-03;S002-WAT-04;S002-FOD-01;S002-FOD-02;S002-HYG-01,1494.17039188,1974.17039188,3601.98241052,3601.98241052,6088.93027507,2486.94786455,64,0.172,6.10565365374,0.236793293282
Q019,C,U08,C-B04,S006>S007>S015,S006-WAT-02;S006-WAT-03;S006-FOD-01;S006-HYG-01;S007-WAT-02;S007-FOD-01;S007-HYG-01;S015-FOD-01,1494.17039188,2034.17039188,4479.45485639,4479.45485639,6887.92969806,2408.47484167,78,0.235,5.81590710771,0.273011611536
Q023,B,U05,B-B03,S010>S014,S010-FOD-01;S014-FOD-01,1921.64801117,2281.64801117,3977.6833802,3977.6833802,5539.56883985,1561.88545964,16,0.056,2.06588952226,0.483527619436
Q025,B,U06,B-B04,S013,S013-FOD-01,2106.51400535,2436.51400535,3496.98428564,3496.98428564,4820.42330067,1323.43901503,8,0.028,1.51562849622,0.621092875944
Q007,A,U02,A-B01,S013,S013-MED-01;S013-WAT-01,2176.15767387,2536.15767387,3788.26885553,3788.26885553,4853.8980187,1065.62916316,17,0.039,1.95794710326,0.564900643719
Q008,A,U04,A-B03,S014,S014-WAT-01;S014-MED-01,2192.38689134,2552.38689134,4182.79142579,4182.79142579,5344.6258516,1161.8344258,17,0.039,2.29096532009,0.490896595535
Q009,A,U01,A-B04,S003,S003-MED-01;S003-WAT-01,2965.76054359,3325.76054359,5228.41456576,5228.41456576,6589.89257905,1361.47801329,17,0.039,2.98203927677,0.337324605163
Q010,A,U03,A-B02,S004,S004-MED-01;S004-WAT-01,3422.56809677,3782.56809677,5601.37374978,5601.37374978,6993.119433,1391.74568323,17,0.039,3.0868119804,0.314041782132
Q020,C,U07,C-B01,S003,S003-WAT-02;S003-WAT-03;S003-WAT-04;S003-FOD-01;S003-FOD-02;S003-HYG-01,3601.98241052,4081.98241052,6038.09355486,6038.09355486,8536.9430229,2498.84946804,64,0.172,6.14959803584,0.23130024552
Q011,A,U02,A-B05,S008,S008-MED-01;S008-WAT-01,4030.49556966,4390.49556966,6201.64169845,6201.64169845,7626.06838864,1424.42669019,17,0.039,3.19993854296,0.288902546009
Q024,C,U08,C-B02,S011>S008,S011-FOD-01;S008-WAT-02;S008-FOD-01;S008-HYG-01,4479.45485639,4899.45485639,6907.85976239,6907.85976239,9239.18941948,2331.32965709,36,0.118,5.53106334924,0.308617081345
Q012,A,U04,A-B06,S015,S015-MED-01;S015-WAT-01,4777.10246948,5137.10246948,6745.70680587,6745.70680587,7959.85503954,1214.14823367,17,0.039,2.4720515781,0.450655204866
Q013,A,U01,A-B01,S005,S005-MED-01;S005-WAT-01,5228.41456576,5588.41456576,6920.61081738,6920.61081738,8033.44217255,1112.83135517,17,0.039,2.12133930635,0.528591265256
Q014,A,U03,A-B03,S009,S009-MED-01;S009-WAT-01,5601.37374978,5961.37374978,7289.98762449,7289.98762449,8441.38133318,1151.39370869,17,0.039,2.25482437622,0.498927916395
Q026,C,U07,C-B03,S005>S004,S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01;S004-FOD-01;S004-HYG-01,6088.93027507,6568.93027507,8670.67622868,8670.67622868,11068.4266953,2397.75046662,56,0.18,5.77630941521,0.277961323099
Q015,A,U02,A-B04,S011,S011-MED-01;S011-WAT-01,6589.89257905,6949.89257905,7811.91949806,7811.91949806,8644.7271871,832.807689042,17,0.039,1.15202661592,0.743994085352
