box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S001-FOD-01,Q016,S001,4,1110.27019594,,7200,10,,0
S001-FOD-02,Q016,S001,5,1146.27019594,,7200,10,,0
S001-FOD-03,Q016,S001,6,1182.27019594,,7200,10,,0
S001-HYG-01,Q017,S001,5,1146.27019594,,10800,8,,0
S001-HYG-02,Q017,S001,6,1182.27019594,,10800,8,,0
S001-MED-01,Q001,S001,1,908.573905965,3600,3600,24,2691.42609403,0
S001-MED-02,Q001,S001,2,938.573905965,3600,3600,24,2661.42609403,0
S001-WAT-01,Q001,S001,3,968.573905965,3600,3600,12,2631.42609403,0
S001-WAT-02,Q016,S001,1,1002.27019594,,3600,12,,0
S001-WAT-03,Q017,S001,1,1002.27019594,,3600,12,,0
S001-WAT-04,Q017,S001,2,1038.27019594,,3600,12,,0
S001-WAT-05,Q017,S001,3,1074.27019594,,3600,12,,0
S001-WAT-06,Q017,S001,4,1110.27019594,,3600,12,,0
S001-WAT-07,Q016,S001,2,1038.27019594,,3600,12,,0
S001-WAT-08,Q016,S001,3,1074.27019594,,3600,12,,0
S002-FOD-01,Q018,S002,4,2909.4864012,,7200,10,,0
S002-FOD-02,Q018,S002,5,2945.4864012,,7200,10,,0
S002-HYG-01,Q018,S002,6,2981.4864012,,10800,8,,0
S002-MED-01,Q002,S002,1,1253.80876211,3600,3600,24,2346.19123789,0
S002-WAT-01,Q002,S002,2,1283.80876211,3600,3600,12,2316.19123789,0
S002-WAT-02,Q018,S002,1,2801.4864012,,3600,12,,0
S002-WAT-03,Q018,S002,2,2837.4864012,,3600,12,,0
S002-WAT-04,Q018,S002,3,2873.4864012,,3600,12,,0
S003-FOD-01,Q020,S003,4,5175.49798269,,10800,8,,0
S003-FOD-02,Q020,S003,5,5211.49798269,,10800,8,,0
S003-HYG-01,Q020,S003,6,5247.49798269,,14400,6,,0
S003-MED-01,Q009,S003,1,4345.06088801,7200,7200,20,2854.93911199,0
S003-WAT-01,Q009,S003,2,4375.06088801,7200,7200,10,2824.93911199,0
S003-WAT-02,Q020,S003,1,5067.49798269,,7200,10,,0
S003-WAT-03,Q020,S003,2,5103.49798269,,7200,10,,0
S003-WAT-04,Q020,S003,3,5139.49798269,,7200,10,,0
S004-FOD-01,Q026,S004,5,7917.11569538,,10800,8,,0
S004-HYG-01,Q026,S004,6,7953.11569538,,14400,6,,0
S004-MED-01,Q010,S004,1,4763.61758994,7200,7200,20,2436.38241006,0
S004-WAT-01,Q010,S004,2,4793.61758994,7200,7200,10,2406.38241006,0
S004-WAT-02,Q021,S004,1,1212.47067225,,7200,10,,0
S004-WAT-03,Q021,S004,2,1242.47067225,,7200,10,,0
S005-FOD-01,Q026,S005,3,7354.16285417,,14400,6,,0
S005-HYG-01,Q026,S005,4,7390.16285417,,18000,4,,0
S005-MED-01,Q013,S005,1,6327.26935824,10800,10800,16,4472.73064176,0
S005-WAT-01,Q013,S005,2,6357.26935824,10800,10800,8,4442.73064176,0
S005-WAT-02,Q026,S005,1,7282.16285417,,10800,8,,0
S005-WAT-03,Q026,S005,2,7318.16285417,,10800,8,,0
S006-FOD-01,Q019,S006,3,2655.59515485,,7200,10,,0
S006-HYG-01,Q019,S006,4,2691.59515485,,10800,8,,0
S006-MED-01,Q003,S006,1,905.505966632,3600,3600,24,2694.49403337,0
S006-WAT-01,Q003,S006,2,935.505966632,3600,3600,12,2664.49403337,0
S006-WAT-02,Q019,S006,1,2583.59515485,,3600,12,,0
S006-WAT-03,Q019,S006,2,2619.59515485,,3600,12,,0
S007-FOD-01,Q019,S007,6,3341.9168278,,7200,10,,0
S007-HYG-01,Q019,S007,7,3377.9168278,,10800,8,,0
S007-MED-01,Q004,S007,1,1111.35766134,3600,3600,24,2488.64233866,0
S007-WAT-01,Q004,S007,2,1141.35766134,3600,3600,12,2458.64233866,0
S007-WAT-02,Q019,S007,5,3305.9168278,,3600,12,,0
S008-FOD-01,Q024,S008,3,6169.8437201,,10800,8,,0
S008-HYG-01,Q024,S008,4,6205.8437201,,14400,6,,0
S008-MED-01,Q011,S008,1,5366.29530072,7200,7200,20,1833.70469928,0
S008-WAT-01,Q011,S008,2,5396.29530072,7200,7200,10,1803.70469928,0
S008-WAT-02,Q024,S008,2,6133.8437201,,7200,10,,0
S009-FOD-01,Q022,S009,1,1000.8111237,,14400,6,,0
S009-MED-01,Q014,S009,1,6697.27068713,10800,10800,16,4102.72931287,0
S009-WAT-01,Q014,S009,2,6727.27068713,10800,10800,8,4072.72931287,0
S010-FOD-01,Q023,S010,1,2916.87312906,,7200,10,,0
S010-MED-01,Q005,S010,1,2385.86751109,3600,3600,24,1214.13248891,0
S010-WAT-01,Q005,S010,2,2415.86751109,3600,3600,12,1184.13248891,0
S011-FOD-01,Q024,S011,1,5411.35697401,,14400,6,,0
S011-MED-01,Q015,S011,1,7453.09270522,10800,10800,16,3346.90729478,0
S011-WAT-01,Q015,S011,2,7483.09270522,10800,10800,8,3316.90729478,0
S012-FOD-01,Q022,S012,2,1455.07672736,,7200,10,,0
