货箱编号,架次编号,服务区编号,交付完成时刻（s）
S001-FOD-01,T004,S001,1182.2701959393785
S001-FOD-02,T005,S001,1074.2701959393785
S001-FOD-03,T005,S001,1110.2701959393785
S001-HYG-01,T005,S001,1146.2701959393785
S001-HYG-02,T005,S001,1182.2701959393785
S001-MED-01,T007,S001,908.5739059654827
S001-MED-02,T007,S001,938.5739059654827
S001-WAT-01,T007,S001,968.5739059654827
S001-WAT-02,T004,S001,1002.2701959393784
S001-WAT-03,T004,S001,1038.2701959393785
S001-WAT-04,T004,S001,1074.2701959393785
S001-WAT-05,T004,S001,1110.2701959393785
S001-WAT-06,T004,S001,1146.2701959393785
S001-WAT-07,T005,S001,1002.2701959393784
S001-WAT-08,T005,S001,1038.2701959393785
S002-FOD-01,T024,S002,9355.316009319504
S002-FOD-02,T024,S002,9391.316009319504
S002-HYG-01,T024,S002,9427.316009319504
S002-MED-01,T001,S002,1130.2869669611046
S002-WAT-01,T001,S002,1160.2869669611046
S002-WAT-02,T024,S002,9247.316009319504
S002-WAT-03,T024,S002,9283.316009319504
S002-WAT-04,T024,S002,9319.316009319504
S003-FOD-01,T016,S003,4553.515572168638
S003-FOD-02,T016,S003,4589.515572168638
S003-HYG-01,T016,S003,4625.515572168638
S003-MED-01,T014,S003,3540.300344422223
S003-WAT-01,T014,S003,3570.300344422223
S003-WAT-02,T016,S003,4445.515572168638
S003-WAT-03,T016,S003,4481.515572168638
S003-WAT-04,T016,S003,4517.515572168638
S004-FOD-01,T021,S004,7185.500533296583
S004-HYG-01,T021,S004,7221.500533296583
S004-MED-01,T021,S004,7041.500533296583
S004-WAT-01,T021,S004,7077.500533296583
S004-WAT-02,T021,S004,7113.500533296583
S004-WAT-03,T021,S004,7149.500533296583
S005-FOD-01,T020,S005,7032.205334226282
S005-HYG-01,T020,S005,7068.205334226282
S005-MED-01,T020,S005,6888.205334226282
S005-WAT-01,T020,S005,6924.205334226282
S005-WAT-02,T020,S005,6960.205334226282
S005-WAT-03,T020,S005,6996.205334226282
S006-FOD-01,T008,S006,2536.424762970183
S006-HYG-01,T008,S006,2572.424762970183
S006-MED-01,T003,S006,905.5059666318372
S006-WAT-01,T003,S006,935.5059666318372
S006-WAT-02,T008,S006,2464.424762970183
S006-WAT-03,T008,S006,2500.424762970183
S007-FOD-01,T018,S007,4812.357661336863
S007-HYG-01,T017,S007,4561.7821947433185
S007-MED-01,T015,S007,3280.7821947433185
S007-WAT-01,T015,S007,3310.7821947433185
S007-WAT-02,T017,S007,4531.7821947433185
S008-FOD-01,T022,S008,7074.147820250426
S008-HYG-01,T023,S008,7044.147820250426
S008-MED-01,T022,S008,7014.147820250426
S008-WAT-01,T022,S008,7044.147820250426
S008-WAT-02,T023,S008,7014.147820250426
S009-FOD-01,T025,S009,9147.811123697387
S009-MED-01,T025,S009,9087.811123697387
S009-WAT-01,T025,S009,9117.811123697387
S010-FOD-01,T011,S010,3065.9663658275863
S010-MED-01,T012,S010,3090.157873830689
S010-WAT-01,T012,S010,3126.157873830689
S011-FOD-01,T020,S011,6354.902117617747
S011-MED-01,T002,S011,863.2001261685054
S011-WAT-01,T002,S011,893.2001261685054
S012-FOD-01,T006,S012,1271.2972779848637
S012-MED-01,T006,S012,1241.2972779848637
S012-WAT-01,T006,S012,1211.2972779848637
S013-FOD-01,T013,S013,3047.7684734797767
S013-MED-01,T010,S013,3048.5889241658015
S013-WAT-01,T010,S013,3078.5889241658015
S014-FOD-01,T026,S014,9232.43276397618
S014-MED-01,T009,S014,3216.758933892751
S014-WAT-01,T009,S014,3186.758933892751
S015-FOD-01,T019,S015,5063.584292010486
S015-MED-01,T019,S015,5003.584292010486
S015-WAT-01,T019,S015,5033.584292010486
