运输架次编号,通信阶段,开始时刻（s）,结束时刻（s）,保障方式,中继架次编号
T001,爬升,360.0,375.10452117919925,直连,
T001,爬升,375.10452117919925,390.2090423583985,直连,
T001,爬升,390.2090423583985,405.31356353759776,直连,
T001,爬升,405.31356353759776,420.418084716797,直连,
T001,巡航,420.418084716797,440.18157194016305,直连,
T001,巡航,440.18157194016305,459.9450591635291,直连,
T001,巡航,459.9450591635291,479.7085463868952,直连,
T001,巡航,479.7085463868952,499.47203361026124,直连,
T001,巡航,499.47203361026124,519.2355208336273,直连,
T001,巡航,519.2355208336273,538.9990080569934,直连,
T001,巡航,538.9990080569934,558.7624952803594,直连,
T001,巡航,558.7624952803594,578.5259825037255,直连,
T001,巡航,578.5259825037255,598.2894697270915,直连,
T001,巡航,598.2894697270915,618.0529569504575,直连,
T001,巡航,618.0529569504575,637.8164441738236,直连,
T001,巡航,637.8164441738236,657.5799313971897,直连,
T001,巡航,657.5799313971897,677.3434186205557,直连,
T001,巡航,677.3434186205557,697.1069058439218,中继,R001
T001,巡航,697.1069058439218,716.8703930672878,中继,R001
T001,巡航,716.8703930672878,736.6338802906539,中继,R001
T001,巡航,736.6338802906539,756.39736751402,中继,R001
T001,巡航,756.39736751402,776.160854737386,中继,R001
T001,巡航,776.160854737386,795.924341960752,中继,R001
T001,巡航,795.924341960752,815.6878291841181,中继,R001
T001,巡航,815.6878291841181,835.4513164074842,中继,R001
T001,巡航,835.4513164074842,855.2148036308502,中继,R001
T001,巡航,855.2148036308502,874.9782908542163,中继,R001
T001,巡航,874.9782908542163,894.7417780775824,中继,R001
T001,巡航,894.7417780775824,914.5052653009484,中继,R001
T001,下降,914.5052653009484,932.3961161310265,中继,R001
T001,下降,932.3961161310265,950.2869669611046,中继,R001
T001,投送,950.2869669611046,969.3778760520137,中继,R001
T001,投送,969.3778760520137,988.4687851429227,中继,R001
T001,投送,988.4687851429227,1007.5596942338318,中继,R001
T001,投送,1007.5596942338318,1026.6506033247408,中继,R001
T001,投送,1026.6506033247408,1045.74151241565,中继,R001
T001,投送,1045.74151241565,1064.832421506559,中继,R001
T001,投送,1064.832421506559,1083.923330597468,中继,R001
T001,投送,1083.923330597468,1103.0142396883773,中继,R001
T001,投送,1103.0142396883773,1122.1051487792863,中继,R001
T001,投送,1122.1051487792863,1141.1960578701955,中继,R001
T001,投送,1141.1960578701955,1160.2869669611046,中继,R001
T001,爬升,1160.2869669611046,1175.196009319503,中继,R001
T001,爬升,1175.196009319503,1190.1050516779014,中继,R001
T001,巡航,1190.1050516779014,1209.8685389012676,中继,R001
T001,巡航,1209.8685389012676,1229.6320261246335,中继,R001
T001,巡航,1229.6320261246335,1249.3955133479997,中继,R001
T001,巡航,1249.3955133479997,1269.1590005713656,中继,R001
T001,巡航,1269.1590005713656,1288.9224877947318,中继,R001
T001,巡航,1288.9224877947318,1308.6859750180977,中继,R001
T001,巡航,1308.6859750180977,1328.4494622414638,中继,R001
T001,巡航,1328.4494622414638,1348.2129494648298,中继,R001
T001,巡航,1348.2129494648298,1367.976436688196,中继,R001
T001,巡航,1367.976436688196,1387.739923911562,中继,R001
T001,巡航,1387.739923911562,1407.503411134928,中继,R001
T001,巡航,1407.503411134928,1427.2668983582942,中继,R001
T001,巡航,1427.2668983582942,1447.03038558166,直连,
T001,巡航,1447.03038558166,1466.7938728050262,直连,
T001,巡航,1466.7938728050262,1486.5573600283922,直连,
T001,巡航,1486.5573600283922,1506.3208472517583,直连,
T001,巡航,1506.3208472517583,1526.0843344751243,直连,
T001,巡航,1526.0843344751243,1545.8478216984904,直连,
T001,巡航,1545.8478216984904,1565.6113089218566,直连,
T001,巡航,1565.6113089218566,1585.3747961452225,直连,
T001,巡航,1585.3747961452225,1605.1382833685886,直连,
T001,巡航,1605.1382833685886,1624.9017705919546,直连,
T001,巡航,1624.9017705919546,1644.6652578153207,直连,
T001,巡航,1644.6652578153207,1664.4287450386869,直连,
T001,巡航,1664.4287450386869,1684.1922322620528,直连,
T001,下降,1684.1922322620528,1702.3176576770918,直连,
T001,下降,1702.3176576770918,1720.443083092131,直连,
T001,下降,1720.443083092131,1738.56850850717,直连,
T001,下降,1738.56850850717,1756.693933922209,直连,
T002,爬升,360.0,378.3921013726129,直连,
T002,爬升,378.3921013726129,396.78420274522574,直连,
T002,爬升,396.78420274522574,415.17630411783864,直连,
T002,巡航,415.17630411783864,434.9858486302419,直连,
T002,巡航,434.9858486302419,454.79539314264514,直连,
T002,巡航,454.79539314264514,474.60493765504845,直连,
T002,巡航,474.60493765504845,494.4144821674517,直连,
T002,巡航,494.4144821674517,514.224026679855,直连,
T002,巡航,514.224026679855,534.0335711922583,直连,
T002,巡航,534.0335711922583,553.8431157046615,直连,
T002,巡航,553.8431157046615,573.6526602170647,直连,
T002,巡航,573.6526602170647,593.462204729468,直连,
T002,巡航,593.462204729468,613.2717492418712,直连,
T002,巡航,613.2717492418712,633.0812937542745,直连,
T002,巡航,633.0812937542745,652.8908382666777,直连,
T002,巡航,652.8908382666777,672.7003827790811,直连,
T002,巡航,672.7003827790811,692.5099272914842,直连,
T002,巡航,692.5099272914842,712.3194718038876,直连,
T002,巡航,712.3194718038876,732.1290163162909,直连,
T002,巡航,732.1290163162909,751.9385608286941,中继,R001
T002,巡航,751.9385608286941,771.7481053410974,中继,R001
T002,巡航,771.7481053410974,791.5576498535006,中继,R001
T002,巡航,791.5576498535006,811.367194365904,中继,R001
T002,巡航,811.367194365904,831.1767388783071,中继,R001
T002,巡航,831.1767388783071,850.9862833907105,中继,R001
T002,巡航,850.9862833907105,870.7958279031137,中继,R001
T002,巡航,870.7958279031137,890.605372415517,中继,R001
T002,下降,890.605372415517,903.2511548862201,中继,R001
T002,下降,903.2511548862201,915.8969373569233,中继,R001
T002,投送,915.8969373569233,934.9878464478325,中继,R001
