box_id,batch_id,zone_id,sequence,complete_s,hard_deadline_s,expected_s,priority,hard_slack_s,soft_lateness_s
S002-MED-01,T001,S002,1,1130.2869669611046,3600.0,3600.0,24.0,2469.7130330388954,0.0
S002-WAT-01,T001,S002,2,1160.2869669611046,3600.0,3600.0,12.0,2439.7130330388954,0.0
S011-FOD-01,T002,S011,1,833.2001261685054,,14400.0,6.0,,0.0
S006-MED-01,T003,S006,1,905.5059666318372,3600.0,3600.0,24.0,2694.494033368163,0.0
S006-WAT-01,T003,S006,2,935.5059666318372,3600.0,3600.0,12.0,2664.494033368163,0.0
S012-FOD-01,T004,S012,1,1274.471415087688,,7200.0,10.0,,0.0
S012-WAT-01,T005,S012,1,1530.2972779848637,3600.0,3600.0,12.0,2069.7027220151363,0.0
S012-MED-01,T005,S012,2,1560.2972779848637,3600.0,7200.0,22.0,2039.7027220151363,0.0
S001-WAT-02,T006,S001,1,1487.2701959393785,,3600.0,12.0,,0.0
S001-WAT-03,T006,S001,2,1523.2701959393785,,3600.0,12.0,,0.0
S001-WAT-04,T006,S001,3,1559.2701959393785,,3600.0,12.0,,0.0
S001-WAT-05,T006,S001,4,1595.2701959393785,,3600.0,12.0,,0.0
S001-WAT-06,T006,S001,5,1631.2701959393785,,3600.0,12.0,,0.0
S001-FOD-01,T006,S001,6,1667.2701959393785,,7200.0,10.0,,0.0
S006-WAT-02,T007,S006,1,1569.4247629701833,,3600.0,12.0,,0.0
S006-WAT-03,T007,S006,2,1605.4247629701833,,3600.0,12.0,,0.0
S006-FOD-01,T007,S006,3,1641.4247629701833,,7200.0,10.0,,0.0
S006-HYG-01,T007,S006,4,1677.4247629701833,,10800.0,8.0,,0.0
S001-MED-01,T008,S001,1,2614.674094254808,3600.0,3600.0,24.0,985.3259057451919,0.0
S001-MED-02,T008,S001,2,2644.674094254808,3600.0,3600.0,24.0,955.3259057451919,0.0
S001-WAT-01,T008,S001,3,2674.674094254808,3600.0,3600.0,12.0,925.3259057451919,0.0
S014-WAT-01,T009,S014,1,3186.758933892751,3600.0,3600.0,12.0,413.241066107249,0.0
S014-MED-01,T009,S014,2,3216.758933892751,3600.0,7200.0,22.0,383.241066107249,0.0
S014-FOD-01,T010,S014,1,3186.758933892751,,7200.0,10.0,,0.0
S013-MED-01,T011,S013,1,3048.5889241658015,3600.0,3600.0,24.0,551.4110758341985,0.0
S013-WAT-01,T011,S013,2,3078.5889241658015,3600.0,3600.0,12.0,521.4110758341985,0.0
S010-MED-01,T012,S010,1,3090.157873830689,3600.0,3600.0,24.0,509.8421261693111,0.0
S010-WAT-01,T012,S010,2,3126.157873830689,3600.0,3600.0,12.0,473.8421261693111,0.0
S010-FOD-01,T013,S010,1,3090.157873830689,,7200.0,10.0,,0.0
S003-MED-01,T014,S003,1,3832.300344422223,7200.0,7200.0,20.0,3367.699655577777,0.0
S003-WAT-01,T014,S003,2,3862.300344422223,7200.0,7200.0,10.0,3337.699655577777,0.0
S007-MED-01,T015,S007,1,3569.7821947433185,3600.0,3600.0,24.0,30.21780525668146,0.0
S007-WAT-01,T015,S007,2,3599.7821947433185,3600.0,3600.0,12.0,0.21780525668145856,0.0
S001-WAT-07,T016,S001,1,4635.270195939378,,3600.0,12.0,,1035.270195939378
S001-WAT-08,T016,S001,2,4671.270195939378,,3600.0,12.0,,1071.270195939378
S001-FOD-02,T016,S001,3,4707.270195939378,,7200.0,10.0,,0.0
S001-FOD-03,T016,S001,4,4743.270195939378,,7200.0,10.0,,0.0
S001-HYG-01,T016,S001,5,4779.270195939378,,10800.0,8.0,,0.0
S001-HYG-02,T016,S001,6,4815.270195939378,,10800.0,8.0,,0.0
S015-WAT-01,T017,S015,1,5098.742168195073,10800.0,10800.0,8.0,5701.257831804927,0.0
S015-MED-01,T018,S015,1,5077.584292010486,7200.0,7200.0,18.0,2122.415707989514,0.0
S015-FOD-01,T018,S015,2,5107.584292010486,,14400.0,6.0,,0.0
S007-WAT-02,T019,S007,1,5095.7477239181235,,3600.0,12.0,,1495.7477239181235
S007-FOD-01,T019,S007,2,5131.7477239181235,,7200.0,10.0,,0.0
S007-HYG-01,T019,S007,3,5167.7477239181235,,10800.0,8.0,,0.0
S004-WAT-02,T020,S004,1,7140.500533296583,,7200.0,10.0,,0.0
S004-WAT-03,T020,S004,2,7176.500533296583,,7200.0,10.0,,0.0
S004-FOD-01,T020,S004,3,7212.500533296583,,10800.0,8.0,,0.0
S004-HYG-01,T020,S004,4,7248.500533296583,,14400.0,6.0,,0.0
S004-MED-01,T021,S004,1,7140.500533296583,7200.0,7200.0,20.0,59.499466703417056,0.0
S004-WAT-01,T021,S004,2,7176.500533296583,7200.0,7200.0,10.0,23.499466703417056,0.0
S008-MED-01,T022,S008,1,7121.147820250426,7200.0,7200.0,20.0,78.85217974957413,0.0
S008-WAT-01,T022,S008,2,7151.147820250426,7200.0,7200.0,10.0,48.852179749574134,0.0
S008-FOD-01,T022,S008,3,7181.147820250426,,10800.0,8.0,,0.0
S008-WAT-02,T023,S008,1,7121.147820250426,,7200.0,10.0,,0.0
S008-HYG-01,T023,S008,2,7151.147820250426,,14400.0,6.0,,0.0
S005-MED-01,T024,S005,1,8968.232579097677,10800.0,10800.0,16.0,1831.7674209023226,0.0
S005-WAT-01,T024,S005,2,9004.232579097677,10800.0,10800.0,8.0,1795.7674209023226,0.0
S002-WAT-02,T025,S002,1,9274.316009319504,,3600.0,12.0,,5674.316009319504
S002-WAT-03,T025,S002,2,9310.316009319504,,3600.0,12.0,,5710.316009319504
S002-WAT-04,T025,S002,3,9346.316009319504,,3600.0,12.0,,5746.316009319504
S002-FOD-01,T025,S002,4,9382.316009319504,,7200.0,10.0,,2182.316009319504
S002-FOD-02,T025,S002,5,9418.316009319504,,7200.0,10.0,,2218.316009319504
S002-HYG-01,T025,S002,6,9454.316009319504,,10800.0,8.0,,0.0
S009-MED-01,T026,S009,1,9130.811123697387,10800.0,10800.0,16.0,1669.1888763026127,0.0
S009-WAT-01,T026,S009,2,9160.811123697387,10800.0,10800.0,8.0,1639.1888763026127,0.0
S009-FOD-01,T026,S009,3,9190.811123697387,,14400.0,6.0,,0.0
